reg,age,date,nb_hosp,nb-rea,nb_hospconv,SSR_USLD,rad_Tot,dec_Tot,AgeGroup
2,29,2020-10-30,1,0,,,9,0,"[20,39]"
2,39,2020-10-30,3,1,,,12,3,"[30,39]"
2,49,2020-10-30,8,2,,,28,1,"[40,49]"
2,59,2020-10-30,12,0,,,45,2,"[50,59]"
2,69,2020-10-30,18,4,,,44,5,"[60,69]"
2,79,2020-10-30,17,4,,,38,8,"[70,79]"
2,89,2020-10-30,9,2,,,19,9,"[80,89]"
2,90,2020-10-30,2,0,,,3,3,"[90,+]"
3,0,2020-10-30,22,3,,,1797,66,"[0,9]"
3,9,2020-10-30,1,0,,,108,0,"[0,9]"
3,19,2020-10-30,3,0,,,121,0,"[10,19]"
3,29,2020-10-30,4,0,,,381,3,"[20,39]"
3,39,2020-10-30,5,0,,,378,1,"[30,39]"
3,49,2020-10-30,2,0,,,266,3,"[40,49]"
3,59,2020-10-30,4,2,,,182,9,"[50,59]"
3,69,2020-10-30,1,0,,,187,19,"[60,69]"
3,79,2020-10-30,1,0,,,115,17,"[70,79]"
3,90,2020-10-30,1,1,,,7,1,"[90,+]"
4,0,2020-10-30,60,12,,,485,31,"[0,9]"
4,19,2020-10-30,2,0,,,18,1,"[10,19]"
4,29,2020-10-30,1,0,,,53,1,"[20,39]"
4,39,2020-10-30,7,0,,,48,1,"[30,39]"
4,49,2020-10-30,9,2,,,55,2,"[40,49]"
4,59,2020-10-30,9,3,,,84,2,"[50,59]"
4,69,2020-10-30,14,3,,,110,6,"[60,69]"
4,79,2020-10-30,9,2,,,68,9,"[70,79]"
4,89,2020-10-30,6,2,,,28,9,"[80,89]"
4,90,2020-10-30,2,0,,,3,0,"[90,+]"
6,0,2020-10-30,14,6,,,478,30,"[0,9]"
6,49,2020-10-30,2,1,,,62,5,"[40,49]"
6,59,2020-10-30,1,0,,,78,5,"[50,59]"
6,69,2020-10-30,7,5,,,76,9,"[60,69]"
6,79,2020-10-30,3,0,,,40,6,"[70,79]"
11,0,2020-10-30,5244,912,,,40049,8960,"[0,9]"
11,9,2020-10-30,31,4,,,494,2,"[0,9]"
11,19,2020-10-30,20,3,,,311,3,"[10,19]"
11,29,2020-10-30,89,6,,,1359,13,"[20,39]"
11,39,2020-10-30,164,24,,,2665,58,"[30,39]"
11,49,2020-10-30,265,55,,,4123,164,"[40,49]"
11,59,2020-10-30,551,147,,,6435,596,"[50,59]"
11,69,2020-10-30,944,283,,,7366,1251,"[60,69]"
11,79,2020-10-30,1212,293,,,7021,2057,"[70,79]"
11,89,2020-10-30,1279,88,,,6636,2902,"[80,89]"
11,90,2020-10-30,662,7,,,3305,1851,"[90,+]"
24,0,2020-10-30,607,91,,,3018,678,"[0,9]"
24,9,2020-10-30,3,0,,,42,0,"[0,9]"
24,29,2020-10-30,11,3,,,67,1,"[20,39]"
24,39,2020-10-30,14,2,,,142,2,"[30,39]"
24,49,2020-10-30,19,6,,,229,4,"[40,49]"
24,59,2020-10-30,53,16,,,337,20,"[50,59]"
24,69,2020-10-30,101,30,,,520,50,"[60,69]"
24,79,2020-10-30,139,26,,,570,124,"[70,79]"
24,89,2020-10-30,177,7,,,701,270,"[80,89]"
24,90,2020-10-30,88,0,,,368,205,"[90,+]"
27,0,2020-10-30,888,119,,,4941,1199,"[0,9]"
27,9,2020-10-30,1,0,,,36,0,"[0,9]"
27,19,2020-10-30,1,0,,,44,0,"[10,19]"
27,29,2020-10-30,8,0,,,121,0,"[20,39]"
27,39,2020-10-30,16,1,,,211,5,"[30,39]"
27,49,2020-10-30,28,5,,,354,5,"[40,49]"
27,59,2020-10-30,56,11,,,546,31,"[50,59]"
27,69,2020-10-30,125,42,,,807,97,"[60,69]"
27,79,2020-10-30,211,47,,,1054,247,"[70,79]"
27,89,2020-10-30,285,12,,,1212,531,"[80,89]"
27,90,2020-10-30,152,1,,,545,281,"[90,+]"
28,0,2020-10-30,947,134,,,2843,642,"[0,9]"
28,9,2020-10-30,4,0,,,20,0,"[0,9]"
28,19,2020-10-30,2,1,,,15,0,"[10,19]"
28,29,2020-10-30,5,0,,,96,0,"[20,39]"
28,39,2020-10-30,11,2,,,157,2,"[30,39]"
28,49,2020-10-30,27,5,,,224,14,"[40,49]"
28,59,2020-10-30,71,19,,,406,21,"[50,59]"
28,69,2020-10-30,160,39,,,519,70,"[60,69]"
28,79,2020-10-30,223,53,,,567,131,"[70,79]"
28,89,2020-10-30,303,14,,,574,258,"[80,89]"
28,90,2020-10-30,134,0,,,251,144,"[90,+]"
32,0,2020-10-30,2324,357,,,9802,2413,"[0,9]"
32,9,2020-10-30,11,3,,,120,0,"[0,9]"
32,19,2020-10-30,7,0,,,89,0,"[10,19]"
32,29,2020-10-30,19,5,,,344,2,"[20,39]"
32,39,2020-10-30,45,7,,,582,5,"[30,39]"
32,49,2020-10-30,86,26,,,882,17,"[40,49]"
32,59,2020-10-30,184,34,,,1363,92,"[50,59]"
32,69,2020-10-30,390,113,,,1655,300,"[60,69]"
32,79,2020-10-30,545,119,,,1870,510,"[70,79]"
32,89,2020-10-30,698,43,,,2016,968,"[80,89]"
32,90,2020-10-30,313,2,,,838,508,"[90,+]"
44,0,2020-10-30,1173,151,,,14554,3886,"[0,9]"
44,19,2020-10-30,3,0,,,91,0,"[10,19]"
44,29,2020-10-30,10,0,,,390,2,"[20,39]"
44,39,2020-10-30,17,2,,,663,18,"[30,39]"
44,49,2020-10-30,43,6,,,1014,40,"[40,49]"
44,59,2020-10-30,104,20,,,1904,111,"[50,59]"
44,69,2020-10-30,200,43,,,2747,422,"[60,69]"
44,79,2020-10-30,297,59,,,3044,950,"[70,79]"
44,89,2020-10-30,356,17,,,3142,1552,"[80,89]"
44,90,2020-10-30,132,4,,,1281,770,"[90,+]"
52,0,2020-10-30,677,94,,,3262,605,"[0,9]"
52,9,2020-10-30,1,0,,,21,0,"[0,9]"
52,29,2020-10-30,7,0,,,125,0,"[20,39]"
52,39,2020-10-30,8,1,,,196,1,"[30,39]"
52,49,2020-10-30,14,3,,,284,5,"[40,49]"
52,59,2020-10-30,36,3,,,394,17,"[50,59]"
52,69,2020-10-30,114,34,,,499,58,"[60,69]"
52,79,2020-10-30,150,37,,,636,121,"[70,79]"
52,89,2020-10-30,234,16,,,728,244,"[80,89]"
52,90,2020-10-30,112,0,,,350,159,"[90,+]"
53,0,2020-10-30,429,65,,,1887,343,"[0,9]"
53,9,2020-10-30,1,0,,,20,0,"[0,9]"
53,19,2020-10-30,1,0,,,18,0,"[10,19]"
53,29,2020-10-30,5,1,,,70,0,"[20,39]"
53,39,2020-10-30,8,2,,,108,1,"[30,39]"
53,49,2020-10-30,10,2,,,162,3,"[40,49]"
53,59,2020-10-30,41,5,,,237,8,"[50,59]"
53,69,2020-10-30,60,23,,,286,31,"[60,69]"
53,79,2020-10-30,94,26,,,391,67,"[70,79]"
53,89,2020-10-30,157,6,,,398,135,"[80,89]"
53,90,2020-10-30,49,0,,,192,98,"[90,+]"
75,0,2020-10-30,983,141,,,3654,672,"[0,9]"
75,9,2020-10-30,6,1,,,39,0,"[0,9]"
75,19,2020-10-30,4,0,,,43,0,"[10,19]"
75,29,2020-10-30,11,1,,,145,2,"[20,39]"
75,39,2020-10-30,20,3,,,209,2,"[30,39]"
75,49,2020-10-30,35,3,,,304,3,"[40,49]"
75,59,2020-10-30,99,25,,,523,19,"[50,59]"
75,69,2020-10-30,139,45,,,636,55,"[60,69]"
75,79,2020-10-30,228,50,,,645,138,"[70,79]"
75,89,2020-10-30,277,13,,,727,266,"[80,89]"
75,90,2020-10-30,162,0,,,356,184,"[90,+]"
76,0,2020-10-30,1481,299,,,5173,924,"[0,9]"
76,9,2020-10-30,5,1,,,64,0,"[0,9]"
76,19,2020-10-30,6,3,,,56,0,"[10,19]"
76,29,2020-10-30,12,2,,,225,1,"[20,39]"
76,39,2020-10-30,24,9,,,302,2,"[30,39]"
76,49,2020-10-30,56,11,,,466,6,"[40,49]"
76,59,2020-10-30,114,25,,,758,23,"[50,59]"
76,69,2020-10-30,244,93,,,922,86,"[60,69]"
76,79,2020-10-30,377,107,,,1052,204,"[70,79]"
76,89,2020-10-30,409,40,,,873,365,"[80,89]"
76,90,2020-10-30,234,8,,,451,237,"[90,+]"
84,0,2020-10-30,4692,587,,,12785,2635,"[0,9]"
84,9,2020-10-30,14,2,,,114,0,"[0,9]"
84,19,2020-10-30,13,1,,,105,0,"[10,19]"
84,29,2020-10-30,43,0,,,484,2,"[20,39]"
84,39,2020-10-30,74,14,,,714,8,"[30,39]"
84,49,2020-10-30,154,26,,,992,13,"[40,49]"
84,59,2020-10-30,318,58,,,1609,54,"[50,59]"
84,69,2020-10-30,644,175,,,2020,196,"[60,69]"
84,79,2020-10-30,1188,228,,,2566,526,"[70,79]"
84,89,2020-10-30,1457,66,,,2734,1113,"[80,89]"
84,90,2020-10-30,721,6,,,1316,695,"[90,+]"
93,0,2020-10-30,2320,350,,,10634,1560,"[0,9]"
93,9,2020-10-30,19,3,,,101,0,"[0,9]"
93,19,2020-10-30,3,0,,,119,0,"[10,19]"
93,29,2020-10-30,12,0,,,556,1,"[20,39]"
93,39,2020-10-30,23,6,,,771,3,"[30,39]"
93,49,2020-10-30,72,15,,,940,8,"[40,49]"
93,59,2020-10-30,169,41,,,1592,53,"[50,59]"
93,69,2020-10-30,364,110,,,1901,126,"[60,69]"
93,79,2020-10-30,614,134,,,1898,314,"[70,79]"
93,89,2020-10-30,688,35,,,1777,639,"[80,89]"
93,90,2020-10-30,347,4,,,924,408,"[90,+]"
94,0,2020-10-30,75,14,,,346,76,"[0,9]"
94,9,2020-10-30,1,0,,,9,0,"[0,9]"
94,39,2020-10-30,1,0,,,21,1,"[30,39]"
94,49,2020-10-30,2,0,,,32,1,"[40,49]"
94,59,2020-10-30,8,1,,,51,2,"[50,59]"
94,69,2020-10-30,12,5,,,57,5,"[60,69]"
94,79,2020-10-30,18,7,,,79,20,"[70,79]"
94,89,2020-10-30,26,1,,,51,32,"[80,89]"
94,90,2020-10-30,7,0,,,26,15,"[90,+]"
1,0,2020-10-31,144,18,,,598,140,"[0,9]"
1,9,2020-10-31,2,0,,,16,0,"[0,9]"
1,39,2020-10-31,3,1,,,45,1,"[30,39]"
1,49,2020-10-31,11,0,,,78,7,"[40,49]"
1,59,2020-10-31,18,3,,,109,8,"[50,59]"
1,69,2020-10-31,25,6,,,140,34,"[60,69]"
1,79,2020-10-31,39,8,,,108,43,"[70,79]"
1,89,2020-10-31,32,0,,,67,40,"[80,89]"
1,90,2020-10-31,14,0,,,14,7,"[90,+]"
2,0,2020-10-31,72,15,,,202,31,"[0,9]"
2,29,2020-10-31,1,0,,,9,0,"[20,39]"
2,39,2020-10-31,2,1,,,13,3,"[30,39]"
2,49,2020-10-31,9,2,,,28,1,"[40,49]"
2,59,2020-10-31,12,1,,,46,2,"[50,59]"
2,69,2020-10-31,18,4,,,44,5,"[60,69]"
2,79,2020-10-31,17,4,,,38,8,"[70,79]"
2,89,2020-10-31,9,2,,,19,9,"[80,89]"
2,90,2020-10-31,2,0,,,3,3,"[90,+]"
3,0,2020-10-31,21,3,,,1799,66,"[0,9]"
3,19,2020-10-31,4,0,,,121,0,"[10,19]"
3,29,2020-10-31,4,0,,,381,3,"[20,39]"
3,39,2020-10-31,6,0,,,378,1,"[30,39]"
3,49,2020-10-31,1,0,,,267,3,"[40,49]"
3,59,2020-10-31,4,2,,,182,9,"[50,59]"
3,69,2020-10-31,1,0,,,187,19,"[60,69]"
3,90,2020-10-31,1,1,,,7,1,"[90,+]"
4,0,2020-10-31,64,12,,,486,31,"[0,9]"
4,19,2020-10-31,2,0,,,18,1,"[10,19]"
4,39,2020-10-31,7,0,,,48,1,"[30,39]"
4,49,2020-10-31,9,2,,,55,2,"[40,49]"
4,59,2020-10-31,9,3,,,84,2,"[50,59]"
4,69,2020-10-31,16,3,,,110,6,"[60,69]"
4,79,2020-10-31,9,2,,,68,9,"[70,79]"
4,89,2020-10-31,9,2,,,28,9,"[80,89]"
4,90,2020-10-31,2,0,,,3,0,"[90,+]"
6,0,2020-10-31,15,7,,,479,30,"[0,9]"
6,49,2020-10-31,3,2,,,62,5,"[40,49]"
6,59,2020-10-31,1,0,,,79,5,"[50,59]"
6,69,2020-10-31,7,5,,,76,9,"[60,69]"
6,79,2020-10-31,3,0,,,40,6,"[70,79]"
11,0,2020-10-31,5357,901,,,40297,9013,"[0,9]"
11,9,2020-10-31,39,7,,,498,2,"[0,9]"
11,19,2020-10-31,21,2,,,312,3,"[10,19]"
11,29,2020-10-31,87,4,,,1372,13,"[20,39]"
11,39,2020-10-31,159,25,,,2679,59,"[30,39]"
11,49,2020-10-31,268,51,,,4139,164,"[40,49]"
11,59,2020-10-31,570,138,,,6473,598,"[50,59]"
11,69,2020-10-31,956,284,,,7416,1257,"[60,69]"
11,79,2020-10-31,1235,294,,,7077,2071,"[70,79]"
11,89,2020-10-31,1313,85,,,6671,2922,"[80,89]"
11,90,2020-10-31,680,8,,,3326,1859,"[90,+]"
24,0,2020-10-31,649,94,,,3031,682,"[0,9]"
24,9,2020-10-31,2,0,,,42,0,"[0,9]"
24,29,2020-10-31,11,3,,,67,1,"[20,39]"
24,39,2020-10-31,16,3,,,143,2,"[30,39]"
24,49,2020-10-31,20,7,,,230,4,"[40,49]"
24,59,2020-10-31,55,15,,,338,20,"[50,59]"
24,69,2020-10-31,115,34,,,521,50,"[60,69]"
24,79,2020-10-31,148,25,,,574,124,"[70,79]"
24,89,2020-10-31,191,6,,,706,270,"[80,89]"
24,90,2020-10-31,89,0,,,368,208,"[90,+]"
27,0,2020-10-31,914,119,,,4996,1208,"[0,9]"
27,19,2020-10-31,1,0,,,44,0,"[10,19]"
27,29,2020-10-31,9,0,,,121,0,"[20,39]"
27,39,2020-10-31,15,1,,,215,5,"[30,39]"
27,49,2020-10-31,30,5,,,357,5,"[40,49]"
27,59,2020-10-31,59,13,,,550,31,"[50,59]"
27,69,2020-10-31,127,40,,,818,97,"[60,69]"
27,79,2020-10-31,215,46,,,1067,247,"[70,79]"
27,89,2020-10-31,294,13,,,1225,536,"[80,89]"
27,90,2020-10-31,158,1,,,552,284,"[90,+]"
28,0,2020-10-31,1004,133,,,2881,651,"[0,9]"
28,9,2020-10-31,3,0,,,21,0,"[0,9]"
28,19,2020-10-31,1,1,,,16,0,"[10,19]"
28,29,2020-10-31,6,0,,,96,0,"[20,39]"
28,39,2020-10-31,13,2,,,157,2,"[30,39]"
28,49,2020-10-31,28,4,,,224,14,"[40,49]"
28,59,2020-10-31,76,24,,,414,21,"[50,59]"
28,69,2020-10-31,176,36,,,525,70,"[60,69]"
28,79,2020-10-31,239,53,,,577,133,"[70,79]"
28,89,2020-10-31,321,12,,,580,262,"[80,89]"
28,90,2020-10-31,135,0,,,257,147,"[90,+]"
32,0,2020-10-31,2429,381,,,9892,2428,"[0,9]"
32,9,2020-10-31,12,3,,,122,0,"[0,9]"
32,19,2020-10-31,6,0,,,90,0,"[10,19]"
32,29,2020-10-31,19,5,,,346,2,"[20,39]"
32,39,2020-10-31,44,6,,,588,5,"[30,39]"
32,49,2020-10-31,89,30,,,891,17,"[40,49]"
32,59,2020-10-31,185,37,,,1379,93,"[50,59]"
32,69,2020-10-31,409,124,,,1669,301,"[60,69]"
32,79,2020-10-31,578,124,,,1885,512,"[70,79]"
32,89,2020-10-31,738,45,,,2029,976,"[80,89]"
32,90,2020-10-31,323,2,,,848,511,"[90,+]"
44,0,2020-10-31,1234,156,,,14611,3900,"[0,9]"
44,9,2020-10-31,1,0,,,178,1,"[0,9]"
44,19,2020-10-31,4,0,,,93,0,"[10,19]"
44,29,2020-10-31,10,0,,,391,2,"[20,39]"
44,39,2020-10-31,20,3,,,666,18,"[30,39]"
44,49,2020-10-31,50,7,,,1020,40,"[40,49]"
44,59,2020-10-31,108,20,,,1911,111,"[50,59]"
44,69,2020-10-31,212,47,,,2756,422,"[60,69]"
44,79,2020-10-31,310,58,,,3056,955,"[70,79]"
44,89,2020-10-31,372,17,,,3153,1558,"[80,89]"
44,90,2020-10-31,137,4,,,1286,773,"[90,+]"
52,0,2020-10-31,696,96,,,3305,608,"[0,9]"
52,9,2020-10-31,1,0,,,21,0,"[0,9]"
52,19,2020-10-31,1,0,,,29,0,"[10,19]"
52,29,2020-10-31,7,0,,,125,0,"[20,39]"
52,39,2020-10-31,8,1,,,196,1,"[30,39]"
52,49,2020-10-31,15,3,,,286,5,"[40,49]"
52,59,2020-10-31,42,4,,,397,17,"[50,59]"
52,69,2020-10-31,118,37,,,506,58,"[60,69]"
52,79,2020-10-31,155,37,,,647,122,"[70,79]"
52,89,2020-10-31,235,14,,,740,245,"[80,89]"
52,90,2020-10-31,114,0,,,358,160,"[90,+]"
53,0,2020-10-31,469,73,,,1905,347,"[0,9]"
53,9,2020-10-31,2,0,,,20,0,"[0,9]"
53,19,2020-10-31,1,0,,,18,0,"[10,19]"
53,29,2020-10-31,7,2,,,70,0,"[20,39]"
53,39,2020-10-31,10,2,,,108,1,"[30,39]"
53,49,2020-10-31,10,3,,,163,3,"[40,49]"
53,59,2020-10-31,39,4,,,243,8,"[50,59]"
53,69,2020-10-31,72,26,,,287,31,"[60,69]"
53,79,2020-10-31,104,28,,,397,67,"[70,79]"
53,89,2020-10-31,167,6,,,400,139,"[80,89]"
53,90,2020-10-31,51,0,,,194,98,"[90,+]"
75,0,2020-10-31,1072,148,,,3697,682,"[0,9]"
75,9,2020-10-31,6,0,,,40,0,"[0,9]"
75,19,2020-10-31,3,0,,,44,0,"[10,19]"
75,29,2020-10-31,10,0,,,146,2,"[20,39]"
75,39,2020-10-31,21,4,,,212,2,"[30,39]"
75,49,2020-10-31,37,3,,,308,3,"[40,49]"
75,59,2020-10-31,99,23,,,531,19,"[50,59]"
75,69,2020-10-31,154,50,,,642,55,"[60,69]"
75,79,2020-10-31,242,55,,,653,140,"[70,79]"
75,89,2020-10-31,319,13,,,735,269,"[80,89]"
75,90,2020-10-31,176,0,,,359,189,"[90,+]"
76,0,2020-10-31,1535,296,,,5261,945,"[0,9]"
76,9,2020-10-31,6,0,,,64,0,"[0,9]"
76,19,2020-10-31,4,1,,,56,0,"[10,19]"
76,29,2020-10-31,6,0,,,230,1,"[20,39]"
76,39,2020-10-31,24,8,,,306,2,"[30,39]"
76,49,2020-10-31,52,9,,,472,6,"[40,49]"
76,59,2020-10-31,117,28,,,774,23,"[50,59]"
76,69,2020-10-31,249,91,,,937,88,"[60,69]"
76,79,2020-10-31,382,117,,,1071,210,"[70,79]"
76,89,2020-10-31,438,37,,,889,371,"[80,89]"
76,90,2020-10-31,255,5,,,458,244,"[90,+]"
84,0,2020-10-31,4830,619,,,13020,2685,"[0,9]"
84,9,2020-10-31,14,1,,,118,0,"[0,9]"
84,19,2020-10-31,14,1,,,105,0,"[10,19]"
84,29,2020-10-31,42,0,,,488,2,"[20,39]"
84,39,2020-10-31,74,12,,,728,9,"[30,39]"
84,49,2020-10-31,151,29,,,1008,13,"[40,49]"
84,59,2020-10-31,334,62,,,1633,54,"[50,59]"
84,69,2020-10-31,661,182,,,2054,202,"[60,69]"
84,79,2020-10-31,1225,243,,,2619,529,"[70,79]"
84,89,2020-10-31,1509,70,,,2796,1139,"[80,89]"
84,90,2020-10-31,741,7,,,1336,708,"[90,+]"
93,0,2020-10-31,2432,357,,,10755,1589,"[0,9]"
93,9,2020-10-31,16,3,,,104,0,"[0,9]"
93,19,2020-10-31,2,0,,,120,0,"[10,19]"
93,29,2020-10-31,18,0,,,557,1,"[20,39]"
93,39,2020-10-31,30,6,,,761,3,"[30,39]"
93,49,2020-10-31,75,14,,,943,10,"[40,49]"
93,59,2020-10-31,184,41,,,1599,53,"[50,59]"
93,69,2020-10-31,371,108,,,1933,126,"[60,69]"
93,79,2020-10-31,644,143,,,1936,322,"[70,79]"
93,89,2020-10-31,720,36,,,1807,652,"[80,89]"
93,90,2020-10-31,362,3,,,939,414,"[90,+]"
94,0,2020-10-31,76,15,,,348,77,"[0,9]"
94,9,2020-10-31,1,0,,,9,0,"[0,9]"
94,39,2020-10-31,1,0,,,22,1,"[30,39]"
94,49,2020-10-31,3,0,,,32,1,"[40,49]"
94,59,2020-10-31,9,1,,,51,2,"[50,59]"
94,69,2020-10-31,12,5,,,57,5,"[60,69]"
94,79,2020-10-31,17,7,,,80,20,"[70,79]"
94,89,2020-10-31,26,2,,,51,33,"[80,89]"
94,90,2020-10-31,7,0,,,26,15,"[90,+]"
1,0,2020-11-01,143,15,,,598,143,"[0,9]"
1,9,2020-11-01,2,0,,,16,0,"[0,9]"
1,39,2020-11-01,2,0,,,45,2,"[30,39]"
1,49,2020-11-01,12,0,,,78,7,"[40,49]"
1,59,2020-11-01,18,3,,,109,8,"[50,59]"
1,69,2020-11-01,25,6,,,140,34,"[60,69]"
1,79,2020-11-01,37,6,,,108,45,"[70,79]"
1,89,2020-11-01,33,0,,,67,40,"[80,89]"
1,90,2020-11-01,14,0,,,14,7,"[90,+]"
2,0,2020-11-01,72,14,,,207,31,"[0,9]"
2,29,2020-11-01,1,0,,,9,0,"[20,39]"
2,39,2020-11-01,2,1,,,13,3,"[30,39]"
2,49,2020-11-01,10,2,,,28,1,"[40,49]"
2,59,2020-11-01,11,1,,,50,2,"[50,59]"
2,69,2020-11-01,18,3,,,44,5,"[60,69]"
2,79,2020-11-01,17,4,,,38,8,"[70,79]"
2,89,2020-11-01,10,2,,,19,9,"[80,89]"
2,90,2020-11-01,2,0,,,3,3,"[90,+]"
3,0,2020-11-01,19,3,,,1803,66,"[0,9]"
3,19,2020-11-01,3,0,,,122,0,"[10,19]"
3,29,2020-11-01,4,0,,,382,3,"[20,39]"
3,39,2020-11-01,5,0,,,379,1,"[30,39]"
3,49,2020-11-01,1,0,,,267,3,"[40,49]"
3,59,2020-11-01,4,2,,,183,9,"[50,59]"
3,69,2020-11-01,1,0,,,187,19,"[60,69]"
3,90,2020-11-01,1,1,,,7,1,"[90,+]"
4,0,2020-11-01,64,13,,,490,32,"[0,9]"
4,19,2020-11-01,1,0,,,19,1,"[10,19]"
4,39,2020-11-01,6,0,,,49,1,"[30,39]"
4,49,2020-11-01,11,3,,,55,2,"[40,49]"
4,59,2020-11-01,8,3,,,85,2,"[50,59]"
4,69,2020-11-01,16,3,,,110,6,"[60,69]"
4,79,2020-11-01,10,2,,,69,10,"[70,79]"
4,89,2020-11-01,9,2,,,28,9,"[80,89]"
4,90,2020-11-01,2,0,,,3,0,"[90,+]"
6,0,2020-11-01,15,7,,,479,30,"[0,9]"
6,49,2020-11-01,3,2,,,62,5,"[40,49]"
6,59,2020-11-01,1,0,,,79,5,"[50,59]"
6,69,2020-11-01,7,5,,,76,9,"[60,69]"
6,79,2020-11-01,3,0,,,40,6,"[70,79]"
11,0,2020-11-01,5485,920,,,40404,9045,"[0,9]"
11,9,2020-11-01,40,7,,,501,2,"[0,9]"
11,19,2020-11-01,21,3,,,315,3,"[10,19]"
11,29,2020-11-01,87,6,,,1381,13,"[20,39]"
11,39,2020-11-01,165,24,,,2687,59,"[30,39]"
11,49,2020-11-01,284,51,,,4144,164,"[40,49]"
11,59,2020-11-01,585,148,,,6495,599,"[50,59]"
11,69,2020-11-01,980,288,,,7439,1265,"[60,69]"
11,79,2020-11-01,1255,295,,,7091,2081,"[70,79]"
11,89,2020-11-01,1344,87,,,6686,2929,"[80,89]"
11,90,2020-11-01,693,8,,,3331,1865,"[90,+]"
24,0,2020-11-01,689,94,,,3048,688,"[0,9]"
24,9,2020-11-01,2,0,,,42,0,"[0,9]"
24,29,2020-11-01,11,2,,,67,1,"[20,39]"
24,39,2020-11-01,16,3,,,144,2,"[30,39]"
24,49,2020-11-01,19,6,,,233,4,"[40,49]"
24,59,2020-11-01,63,15,,,340,20,"[50,59]"
24,69,2020-11-01,124,33,,,524,50,"[60,69]"
24,79,2020-11-01,160,28,,,578,124,"[70,79]"
24,89,2020-11-01,205,6,,,707,275,"[80,89]"
24,90,2020-11-01,87,0,,,371,210,"[90,+]"
27,0,2020-11-01,973,124,,,5021,1219,"[0,9]"
27,19,2020-11-01,1,0,,,44,0,"[10,19]"
27,29,2020-11-01,9,0,,,122,0,"[20,39]"
27,39,2020-11-01,16,1,,,217,5,"[30,39]"
27,49,2020-11-01,37,6,,,358,5,"[40,49]"
27,59,2020-11-01,61,13,,,554,31,"[50,59]"
27,69,2020-11-01,133,41,,,821,97,"[60,69]"
27,79,2020-11-01,231,47,,,1072,251,"[70,79]"
27,89,2020-11-01,310,15,,,1233,541,"[80,89]"
27,90,2020-11-01,168,1,,,553,286,"[90,+]"
28,0,2020-11-01,1060,127,,,2909,664,"[0,9]"
28,9,2020-11-01,4,0,,,21,0,"[0,9]"
28,19,2020-11-01,1,1,,,16,0,"[10,19]"
28,29,2020-11-01,5,0,,,98,0,"[20,39]"
28,39,2020-11-01,15,2,,,157,2,"[30,39]"
28,49,2020-11-01,26,3,,,228,14,"[40,49]"
28,59,2020-11-01,90,26,,,414,21,"[50,59]"
28,69,2020-11-01,189,31,,,532,72,"[60,69]"
28,79,2020-11-01,246,52,,,584,138,"[70,79]"
28,89,2020-11-01,328,11,,,588,266,"[80,89]"
28,90,2020-11-01,146,0,,,257,149,"[90,+]"
32,0,2020-11-01,2506,408,,,9973,2450,"[0,9]"
32,9,2020-11-01,12,4,,,123,0,"[0,9]"
32,19,2020-11-01,6,0,,,90,0,"[10,19]"
32,29,2020-11-01,19,5,,,349,2,"[20,39]"
32,39,2020-11-01,45,6,,,592,5,"[30,39]"
32,49,2020-11-01,93,33,,,898,17,"[40,49]"
32,59,2020-11-01,196,37,,,1394,93,"[50,59]"
32,69,2020-11-01,435,141,,,1681,304,"[60,69]"
32,79,2020-11-01,593,131,,,1903,517,"[70,79]"
32,89,2020-11-01,751,44,,,2043,985,"[80,89]"
32,90,2020-11-01,329,2,,,854,516,"[90,+]"
44,0,2020-11-01,1298,174,,,14661,3915,"[0,9]"
44,19,2020-11-01,3,0,,,94,0,"[10,19]"
44,29,2020-11-01,12,0,,,391,2,"[20,39]"
44,39,2020-11-01,20,4,,,667,18,"[30,39]"
44,49,2020-11-01,54,10,,,1022,40,"[40,49]"
44,59,2020-11-01,111,22,,,1920,112,"[50,59]"
44,69,2020-11-01,215,47,,,2771,423,"[60,69]"
44,79,2020-11-01,327,66,,,3071,959,"[70,79]"
44,89,2020-11-01,395,20,,,3164,1566,"[80,89]"
44,90,2020-11-01,150,4,,,1290,775,"[90,+]"
52,0,2020-11-01,730,100,,,3314,616,"[0,9]"
52,9,2020-11-01,2,0,,,21,0,"[0,9]"
52,19,2020-11-01,1,0,,,29,0,"[10,19]"
52,29,2020-11-01,7,0,,,126,0,"[20,39]"
52,39,2020-11-01,7,1,,,198,1,"[30,39]"
52,49,2020-11-01,15,2,,,286,6,"[40,49]"
52,59,2020-11-01,45,4,,,400,17,"[50,59]"
52,69,2020-11-01,123,40,,,507,58,"[60,69]"
52,79,2020-11-01,167,37,,,648,123,"[70,79]"
52,89,2020-11-01,243,16,,,741,249,"[80,89]"
52,90,2020-11-01,120,0,,,358,162,"[90,+]"
53,0,2020-11-01,483,73,,,1920,355,"[0,9]"
53,9,2020-11-01,2,0,,,20,0,"[0,9]"
53,29,2020-11-01,6,2,,,71,0,"[20,39]"
53,39,2020-11-01,11,2,,,108,1,"[30,39]"
53,49,2020-11-01,13,3,,,164,3,"[40,49]"
53,59,2020-11-01,44,4,,,245,8,"[50,59]"
53,69,2020-11-01,77,25,,,288,32,"[60,69]"
53,79,2020-11-01,109,28,,,399,68,"[70,79]"
53,89,2020-11-01,160,6,,,407,142,"[80,89]"
53,90,2020-11-01,53,0,,,194,101,"[90,+]"
