reg,age,date,nb_hosp,nb-rea,nb_hospconv,SSR_USLD,rad_Tot,dec_Tot,AgeGroup
24,90,2020-07-25,44,0,,,278,177,"[90,+]"
27,0,2020-07-25,34,6,,,4029,1061,"[0,9]"
27,29,2020-07-25,1,0,,,86,0,"[20,39]"
27,49,2020-07-25,1,1,,,286,5,"[40,49]"
27,59,2020-07-25,2,0,,,457,27,"[50,59]"
27,69,2020-07-25,4,0,,,665,88,"[60,69]"
27,79,2020-07-25,10,3,,,856,219,"[70,79]"
27,89,2020-07-25,11,2,,,1007,471,"[80,89]"
27,90,2020-07-25,5,0,,,449,244,"[90,+]"
28,0,2020-07-25,148,8,,,1773,439,"[0,9]"
28,39,2020-07-25,3,0,,,99,2,"[30,39]"
28,49,2020-07-25,4,1,,,148,10,"[40,49]"
28,59,2020-07-25,10,4,,,254,17,"[50,59]"
28,69,2020-07-25,29,1,,,318,58,"[60,69]"
28,79,2020-07-25,33,0,,,350,96,"[70,79]"
28,89,2020-07-25,44,1,,,366,172,"[80,89]"
28,90,2020-07-25,23,0,,,169,84,"[90,+]"
32,0,2020-07-25,510,34,,,6907,1900,"[0,9]"
32,19,2020-07-25,1,0,,,36,0,"[10,19]"
32,29,2020-07-25,4,0,,,220,1,"[20,39]"
32,39,2020-07-25,10,0,,,419,4,"[30,39]"
32,49,2020-07-25,20,2,,,664,14,"[40,49]"
32,59,2020-07-25,38,4,,,979,78,"[50,59]"
32,69,2020-07-25,92,8,,,1141,247,"[60,69]"
32,79,2020-07-25,116,14,,,1305,406,"[70,79]"
32,89,2020-07-25,165,6,,,1444,748,"[80,89]"
32,90,2020-07-25,60,0,,,624,395,"[90,+]"
44,0,2020-07-25,676,19,,,12673,3608,"[0,9]"
44,9,2020-07-25,1,0,,,161,1,"[0,9]"
44,19,2020-07-25,2,0,,,77,0,"[10,19]"
44,29,2020-07-25,4,0,,,314,2,"[20,39]"
44,39,2020-07-25,13,1,,,558,17,"[30,39]"
44,49,2020-07-25,23,1,,,863,37,"[40,49]"
44,59,2020-07-25,53,1,,,1685,101,"[50,59]"
44,69,2020-07-25,113,8,,,2409,398,"[60,69]"
44,79,2020-07-25,169,5,,,2657,885,"[70,79]"
44,89,2020-07-25,198,3,,,2744,1446,"[80,89]"
44,90,2020-07-25,84,0,,,1126,705,"[90,+]"
52,0,2020-07-25,92,7,,,2202,475,"[0,9]"
52,19,2020-07-25,1,0,,,15,0,"[10,19]"
52,29,2020-07-25,1,0,,,61,0,"[20,39]"
52,39,2020-07-25,4,1,,,112,0,"[30,39]"
52,49,2020-07-25,4,2,,,193,4,"[40,49]"
52,59,2020-07-25,7,2,,,260,13,"[50,59]"
52,69,2020-07-25,16,2,,,358,51,"[60,69]"
52,79,2020-07-25,17,0,,,420,85,"[70,79]"
52,89,2020-07-25,24,0,,,518,193,"[80,89]"
52,90,2020-07-25,18,0,,,257,129,"[90,+]"
53,0,2020-07-25,68,3,,,1317,263,"[0,9]"
53,29,2020-07-25,1,0,,,35,0,"[20,39]"
53,39,2020-07-25,2,0,,,74,0,"[30,39]"
53,49,2020-07-25,3,0,,,119,1,"[40,49]"
53,59,2020-07-25,11,2,,,169,8,"[50,59]"
53,69,2020-07-25,13,1,,,200,28,"[60,69]"
53,79,2020-07-25,12,0,,,291,55,"[70,79]"
53,89,2020-07-25,18,0,,,276,99,"[80,89]"
53,90,2020-07-25,7,0,,,127,72,"[90,+]"
75,0,2020-07-25,57,10,,,2237,424,"[0,9]"
75,29,2020-07-25,2,0,,,69,2,"[20,39]"
75,39,2020-07-25,1,0,,,128,2,"[30,39]"
75,49,2020-07-25,2,0,,,170,3,"[40,49]"
75,59,2020-07-25,3,2,,,330,13,"[50,59]"
75,69,2020-07-25,10,3,,,407,43,"[60,69]"
75,79,2020-07-25,20,5,,,386,96,"[70,79]"
75,89,2020-07-25,9,0,,,462,160,"[80,89]"
75,90,2020-07-25,9,0,,,241,105,"[90,+]"
76,0,2020-07-25,42,8,,,2944,513,"[0,9]"
76,19,2020-07-25,1,0,,,21,0,"[10,19]"
76,49,2020-07-25,4,2,,,278,3,"[40,49]"
76,59,2020-07-25,5,1,,,446,19,"[50,59]"
76,69,2020-07-25,8,2,,,519,60,"[60,69]"
76,79,2020-07-25,11,1,,,596,105,"[70,79]"
76,89,2020-07-25,10,2,,,513,197,"[80,89]"
76,90,2020-07-25,3,0,,,286,127,"[90,+]"
84,0,2020-07-25,364,20,,,7960,1757,"[0,9]"
84,19,2020-07-25,2,0,,,49,0,"[10,19]"
84,29,2020-07-25,3,0,,,243,1,"[20,39]"
84,39,2020-07-25,3,0,,,387,4,"[30,39]"
84,49,2020-07-25,12,0,,,561,12,"[40,49]"
84,59,2020-07-25,32,3,,,997,46,"[50,59]"
84,69,2020-07-25,70,6,,,1265,142,"[60,69]"
84,79,2020-07-25,114,11,,,1591,360,"[70,79]"
84,89,2020-07-25,81,0,,,1792,721,"[80,89]"
84,90,2020-07-25,45,0,,,939,450,"[90,+]"
93,0,2020-07-25,387,15,,,5691,961,"[0,9]"
93,29,2020-07-25,1,0,,,315,1,"[20,39]"
93,39,2020-07-25,3,0,,,416,2,"[30,39]"
93,49,2020-07-25,9,2,,,547,5,"[40,49]"
93,59,2020-07-25,23,4,,,898,37,"[50,59]"
93,69,2020-07-25,60,6,,,987,79,"[60,69]"
93,79,2020-07-25,88,2,,,988,205,"[70,79]"
93,89,2020-07-25,126,1,,,924,392,"[80,89]"
93,90,2020-07-25,77,0,,,506,235,"[90,+]"
94,0,2020-07-25,10,1,,,250,59,"[0,9]"
94,49,2020-07-25,1,0,,,22,1,"[40,49]"
94,69,2020-07-25,5,1,,,36,3,"[60,69]"
94,79,2020-07-25,3,0,,,52,16,"[70,79]"
94,90,2020-07-25,1,0,,,20,13,"[90,+]"
1,0,2020-07-26,6,1,,,84,17,"[0,9]"
1,49,2020-07-26,2,0,,,5,0,"[40,49]"
1,59,2020-07-26,1,0,,,18,1,"[50,59]"
1,69,2020-07-26,2,1,,,21,4,"[60,69]"
1,79,2020-07-26,1,0,,,15,7,"[70,79]"
2,0,2020-07-26,11,4,,,93,15,"[0,9]"
2,29,2020-07-26,1,1,,,3,0,"[20,39]"
2,39,2020-07-26,1,1,,,5,0,"[30,39]"
2,59,2020-07-26,2,0,,,23,1,"[50,59]"
2,69,2020-07-26,4,2,,,24,2,"[60,69]"
2,79,2020-07-26,2,0,,,18,5,"[70,79]"
2,90,2020-07-26,1,0,,,1,2,"[90,+]"
3,0,2020-07-26,152,26,,,927,40,"[0,9]"
3,9,2020-07-26,9,0,,,42,0,"[0,9]"
3,19,2020-07-26,8,0,,,42,0,"[10,19]"
3,29,2020-07-26,16,0,,,166,0,"[20,39]"
3,39,2020-07-26,26,3,,,205,0,"[30,39]"
3,49,2020-07-26,15,1,,,152,1,"[40,49]"
3,59,2020-07-26,20,6,,,102,2,"[50,59]"
3,69,2020-07-26,27,9,,,118,12,"[60,69]"
3,79,2020-07-26,19,6,,,68,12,"[70,79]"
3,89,2020-07-26,12,1,,,23,11,"[80,89]"
4,0,2020-07-26,23,5,,,159,3,"[0,9]"
4,9,2020-07-26,1,0,,,3,0,"[0,9]"
4,19,2020-07-26,1,0,,,8,1,"[10,19]"
4,29,2020-07-26,1,0,,,23,0,"[20,39]"
4,39,2020-07-26,5,1,,,15,0,"[30,39]"
4,49,2020-07-26,2,1,,,19,1,"[40,49]"
4,59,2020-07-26,4,2,,,28,0,"[50,59]"
4,69,2020-07-26,4,0,,,35,0,"[60,69]"
4,79,2020-07-26,4,1,,,20,0,"[70,79]"
4,89,2020-07-26,1,0,,,8,1,"[80,89]"
6,0,2020-07-26,12,1,,,413,28,"[0,9]"
6,19,2020-07-26,1,0,,,22,0,"[10,19]"
6,29,2020-07-26,3,0,,,66,0,"[20,39]"
6,39,2020-07-26,1,0,,,61,0,"[30,39]"
6,59,2020-07-26,3,0,,,70,5,"[50,59]"
6,69,2020-07-26,3,1,,,67,8,"[60,69]"
6,79,2020-07-26,1,0,,,30,6,"[70,79]"
11,0,2020-07-26,2758,188,,,29201,7545,"[0,9]"
11,9,2020-07-26,15,3,,,305,2,"[0,9]"
11,19,2020-07-26,9,1,,,193,3,"[10,19]"
11,29,2020-07-26,44,3,,,840,12,"[20,39]"
11,39,2020-07-26,72,9,,,1890,53,"[30,39]"
11,49,2020-07-26,149,14,,,3046,145,"[40,49]"
11,59,2020-07-26,307,33,,,4764,538,"[50,59]"
11,69,2020-07-26,462,52,,,5432,1091,"[60,69]"
11,79,2020-07-26,621,46,,,5037,1748,"[70,79]"
11,89,2020-07-26,689,20,,,4919,2390,"[80,89]"
11,90,2020-07-26,365,5,,,2510,1505,"[90,+]"
24,0,2020-07-26,283,12,,,2084,557,"[0,9]"
24,9,2020-07-26,2,0,,,27,0,"[0,9]"
24,29,2020-07-26,1,0,,,40,1,"[20,39]"
24,39,2020-07-26,4,1,,,82,2,"[30,39]"
24,49,2020-07-26,3,0,,,156,3,"[40,49]"
24,59,2020-07-26,18,2,,,237,17,"[50,59]"
24,69,2020-07-26,44,4,,,350,41,"[60,69]"
24,79,2020-07-26,82,5,,,375,98,"[70,79]"
24,89,2020-07-26,84,0,,,514,216,"[80,89]"
24,90,2020-07-26,44,0,,,278,177,"[90,+]"
27,0,2020-07-26,34,6,,,4029,1061,"[0,9]"
27,29,2020-07-26,1,0,,,86,0,"[20,39]"
27,49,2020-07-26,1,1,,,286,5,"[40,49]"
27,59,2020-07-26,2,0,,,457,27,"[50,59]"
27,69,2020-07-26,4,0,,,665,88,"[60,69]"
27,79,2020-07-26,10,3,,,856,219,"[70,79]"
27,89,2020-07-26,11,2,,,1007,471,"[80,89]"
27,90,2020-07-26,5,0,,,449,244,"[90,+]"
28,0,2020-07-26,148,8,,,1773,439,"[0,9]"
28,39,2020-07-26,3,0,,,99,2,"[30,39]"
28,49,2020-07-26,4,1,,,148,10,"[40,49]"
28,59,2020-07-26,10,4,,,254,17,"[50,59]"
28,69,2020-07-26,29,1,,,318,58,"[60,69]"
28,79,2020-07-26,33,0,,,350,96,"[70,79]"
28,89,2020-07-26,44,1,,,366,172,"[80,89]"
28,90,2020-07-26,23,0,,,169,84,"[90,+]"
32,0,2020-07-26,512,34,,,6907,1900,"[0,9]"
32,19,2020-07-26,1,0,,,36,0,"[10,19]"
32,29,2020-07-26,4,0,,,220,1,"[20,39]"
32,39,2020-07-26,10,0,,,419,4,"[30,39]"
32,49,2020-07-26,21,2,,,664,14,"[40,49]"
32,59,2020-07-26,38,4,,,979,78,"[50,59]"
32,69,2020-07-26,92,8,,,1141,247,"[60,69]"
32,79,2020-07-26,116,14,,,1305,406,"[70,79]"
32,89,2020-07-26,166,6,,,1444,748,"[80,89]"
32,90,2020-07-26,60,0,,,624,395,"[90,+]"
44,0,2020-07-26,677,19,,,12673,3608,"[0,9]"
44,9,2020-07-26,1,0,,,161,1,"[0,9]"
44,19,2020-07-26,2,0,,,77,0,"[10,19]"
44,29,2020-07-26,4,0,,,314,2,"[20,39]"
44,39,2020-07-26,13,1,,,558,17,"[30,39]"
44,49,2020-07-26,24,1,,,863,37,"[40,49]"
44,59,2020-07-26,53,1,,,1685,101,"[50,59]"
44,69,2020-07-26,113,8,,,2409,398,"[60,69]"
44,79,2020-07-26,169,5,,,2657,885,"[70,79]"
44,89,2020-07-26,198,3,,,2744,1446,"[80,89]"
44,90,2020-07-26,84,0,,,1126,705,"[90,+]"
52,0,2020-07-26,93,6,,,2204,475,"[0,9]"
52,19,2020-07-26,1,0,,,15,0,"[10,19]"
52,29,2020-07-26,2,0,,,61,0,"[20,39]"
52,39,2020-07-26,2,0,,,114,0,"[30,39]"
52,49,2020-07-26,4,2,,,193,4,"[40,49]"
52,59,2020-07-26,8,2,,,261,13,"[50,59]"
52,69,2020-07-26,17,2,,,357,51,"[60,69]"
52,79,2020-07-26,17,0,,,420,85,"[70,79]"
52,89,2020-07-26,24,0,,,518,193,"[80,89]"
52,90,2020-07-26,18,0,,,257,129,"[90,+]"
53,0,2020-07-26,68,3,,,1318,263,"[0,9]"
53,29,2020-07-26,1,0,,,35,0,"[20,39]"
53,39,2020-07-26,2,0,,,74,0,"[30,39]"
53,49,2020-07-26,3,0,,,119,1,"[40,49]"
53,59,2020-07-26,11,2,,,169,8,"[50,59]"
53,69,2020-07-26,13,1,,,200,28,"[60,69]"
53,79,2020-07-26,12,0,,,291,55,"[70,79]"
53,89,2020-07-26,18,0,,,276,99,"[80,89]"
53,90,2020-07-26,7,0,,,128,72,"[90,+]"
75,0,2020-07-26,59,10,,,2237,424,"[0,9]"
75,29,2020-07-26,2,0,,,69,2,"[20,39]"
75,39,2020-07-26,1,0,,,128,2,"[30,39]"
75,49,2020-07-26,2,0,,,170,3,"[40,49]"
75,59,2020-07-26,3,2,,,330,13,"[50,59]"
75,69,2020-07-26,10,3,,,407,43,"[60,69]"
75,79,2020-07-26,21,5,,,386,96,"[70,79]"
75,89,2020-07-26,10,0,,,462,160,"[80,89]"
75,90,2020-07-26,9,0,,,241,105,"[90,+]"
76,0,2020-07-26,43,8,,,2944,513,"[0,9]"
76,19,2020-07-26,1,0,,,21,0,"[10,19]"
76,49,2020-07-26,4,2,,,278,3,"[40,49]"
76,59,2020-07-26,5,1,,,446,19,"[50,59]"
76,69,2020-07-26,8,2,,,519,60,"[60,69]"
76,79,2020-07-26,12,1,,,596,105,"[70,79]"
76,89,2020-07-26,10,2,,,513,197,"[80,89]"
76,90,2020-07-26,3,0,,,286,127,"[90,+]"
84,0,2020-07-26,364,20,,,7960,1757,"[0,9]"
84,19,2020-07-26,2,0,,,49,0,"[10,19]"
84,29,2020-07-26,3,0,,,243,1,"[20,39]"
84,39,2020-07-26,3,0,,,387,4,"[30,39]"
84,49,2020-07-26,12,0,,,561,12,"[40,49]"
84,59,2020-07-26,32,3,,,997,46,"[50,59]"
84,69,2020-07-26,70,6,,,1265,142,"[60,69]"
84,79,2020-07-26,114,11,,,1591,360,"[70,79]"
84,89,2020-07-26,81,0,,,1792,721,"[80,89]"
84,90,2020-07-26,45,0,,,939,450,"[90,+]"
93,0,2020-07-26,387,15,,,5691,961,"[0,9]"
93,29,2020-07-26,1,0,,,315,1,"[20,39]"
93,39,2020-07-26,3,0,,,416,2,"[30,39]"
93,49,2020-07-26,9,2,,,547,5,"[40,49]"
93,59,2020-07-26,23,4,,,898,37,"[50,59]"
93,69,2020-07-26,60,6,,,987,79,"[60,69]"
93,79,2020-07-26,88,2,,,988,205,"[70,79]"
93,89,2020-07-26,126,1,,,924,392,"[80,89]"
93,90,2020-07-26,77,0,,,506,235,"[90,+]"
94,0,2020-07-26,10,1,,,250,59,"[0,9]"
94,49,2020-07-26,1,0,,,22,1,"[40,49]"
94,69,2020-07-26,5,1,,,36,3,"[60,69]"
94,79,2020-07-26,3,0,,,52,16,"[70,79]"
94,90,2020-07-26,1,0,,,20,13,"[90,+]"
1,0,2020-07-27,6,1,,,84,17,"[0,9]"
1,49,2020-07-27,2,0,,,5,0,"[40,49]"
1,59,2020-07-27,1,0,,,18,1,"[50,59]"
1,69,2020-07-27,2,1,,,21,4,"[60,69]"
1,79,2020-07-27,1,0,,,15,7,"[70,79]"
2,0,2020-07-27,11,4,,,93,15,"[0,9]"
2,29,2020-07-27,1,1,,,3,0,"[20,39]"
2,39,2020-07-27,1,1,,,5,0,"[30,39]"
2,59,2020-07-27,2,0,,,23,1,"[50,59]"
2,69,2020-07-27,4,2,,,24,2,"[60,69]"
2,79,2020-07-27,2,0,,,18,5,"[70,79]"
2,90,2020-07-27,1,0,,,1,2,"[90,+]"
3,0,2020-07-27,152,27,,,939,40,"[0,9]"
3,9,2020-07-27,8,0,,,44,0,"[0,9]"
3,19,2020-07-27,11,0,,,42,0,"[10,19]"
3,29,2020-07-27,15,0,,,168,0,"[20,39]"
3,39,2020-07-27,26,3,,,208,0,"[30,39]"
3,49,2020-07-27,14,1,,,153,1,"[40,49]"
3,59,2020-07-27,21,7,,,102,2,"[50,59]"
3,69,2020-07-27,28,9,,,119,12,"[60,69]"
3,79,2020-07-27,18,6,,,70,12,"[70,79]"
3,89,2020-07-27,11,1,,,24,11,"[80,89]"
4,0,2020-07-27,22,4,,,159,4,"[0,9]"
4,9,2020-07-27,1,0,,,3,0,"[0,9]"
4,19,2020-07-27,1,0,,,8,1,"[10,19]"
4,29,2020-07-27,1,0,,,23,0,"[20,39]"
4,39,2020-07-27,5,1,,,15,0,"[30,39]"
4,49,2020-07-27,1,0,,,19,2,"[40,49]"
4,59,2020-07-27,4,2,,,28,0,"[50,59]"
4,69,2020-07-27,4,0,,,35,0,"[60,69]"
4,79,2020-07-27,4,1,,,20,0,"[70,79]"
4,89,2020-07-27,1,0,,,8,1,"[80,89]"
6,0,2020-07-27,12,1,,,413,28,"[0,9]"
6,19,2020-07-27,1,0,,,22,0,"[10,19]"
6,29,2020-07-27,3,0,,,66,0,"[20,39]"
6,39,2020-07-27,1,0,,,61,0,"[30,39]"
6,59,2020-07-27,3,0,,,70,5,"[50,59]"
6,69,2020-07-27,3,1,,,67,8,"[60,69]"
6,79,2020-07-27,1,0,,,30,6,"[70,79]"
11,0,2020-07-27,2739,195,,,29243,7547,"[0,9]"
11,9,2020-07-27,15,3,,,305,2,"[0,9]"
11,19,2020-07-27,9,1,,,193,3,"[10,19]"
11,29,2020-07-27,43,3,,,843,12,"[20,39]"
11,39,2020-07-27,75,11,,,1891,53,"[30,39]"
11,49,2020-07-27,146,15,,,3053,145,"[40,49]"
11,59,2020-07-27,303,32,,,4771,538,"[50,59]"
11,69,2020-07-27,458,54,,,5438,1092,"[60,69]"
11,79,2020-07-27,617,49,,,5042,1749,"[70,79]"
11,89,2020-07-27,683,20,,,4928,2390,"[80,89]"
11,90,2020-07-27,363,5,,,2513,1505,"[90,+]"
24,0,2020-07-27,279,12,,,2089,557,"[0,9]"
24,9,2020-07-27,2,0,,,27,0,"[0,9]"
24,29,2020-07-27,1,0,,,40,1,"[20,39]"
24,39,2020-07-27,4,1,,,82,2,"[30,39]"
24,49,2020-07-27,3,0,,,156,3,"[40,49]"
24,59,2020-07-27,17,2,,,238,17,"[50,59]"
24,69,2020-07-27,44,4,,,351,41,"[60,69]"
24,79,2020-07-27,79,5,,,378,98,"[70,79]"
24,89,2020-07-27,84,0,,,514,216,"[80,89]"
24,90,2020-07-27,44,0,,,278,177,"[90,+]"
27,0,2020-07-27,33,6,,,4031,1061,"[0,9]"
27,29,2020-07-27,1,0,,,86,0,"[20,39]"
27,49,2020-07-27,1,1,,,286,5,"[40,49]"
27,59,2020-07-27,2,0,,,457,27,"[50,59]"
27,69,2020-07-27,5,0,,,665,88,"[60,69]"
27,79,2020-07-27,10,3,,,856,219,"[70,79]"
27,89,2020-07-27,9,2,,,1009,471,"[80,89]"
27,90,2020-07-27,5,0,,,449,244,"[90,+]"
28,0,2020-07-27,149,8,,,1773,439,"[0,9]"
28,39,2020-07-27,3,0,,,99,2,"[30,39]"
28,49,2020-07-27,4,1,,,148,10,"[40,49]"
28,59,2020-07-27,11,4,,,254,17,"[50,59]"
28,69,2020-07-27,29,1,,,318,58,"[60,69]"
28,79,2020-07-27,33,0,,,350,96,"[70,79]"
28,89,2020-07-27,44,1,,,366,172,"[80,89]"
28,90,2020-07-27,23,0,,,169,84,"[90,+]"
32,0,2020-07-27,515,37,,,6915,1903,"[0,9]"
32,19,2020-07-27,1,0,,,36,0,"[10,19]"
32,29,2020-07-27,5,0,,,221,1,"[20,39]"
32,39,2020-07-27,10,0,,,419,4,"[30,39]"
32,49,2020-07-27,22,3,,,664,14,"[40,49]"
32,59,2020-07-27,39,5,,,981,79,"[50,59]"
32,69,2020-07-27,94,8,,,1142,247,"[60,69]"
32,79,2020-07-27,115,14,,,1307,406,"[70,79]"
32,89,2020-07-27,165,7,,,1446,750,"[80,89]"
32,90,2020-07-27,60,0,,,624,395,"[90,+]"
44,0,2020-07-27,669,18,,,12688,3607,"[0,9]"
44,9,2020-07-27,1,0,,,161,1,"[0,9]"
44,19,2020-07-27,2,0,,,77,0,"[10,19]"
44,29,2020-07-27,3,0,,,315,2,"[20,39]"
44,39,2020-07-27,13,2,,,558,17,"[30,39]"
44,49,2020-07-27,23,1,,,864,37,"[40,49]"
44,59,2020-07-27,52,1,,,1686,101,"[50,59]"
44,69,2020-07-27,109,9,,,2413,398,"[60,69]"
44,79,2020-07-27,170,4,,,2659,885,"[70,79]"
44,89,2020-07-27,197,1,,,2747,1446,"[80,89]"
44,90,2020-07-27,83,0,,,1129,704,"[90,+]"
52,0,2020-07-27,96,4,,,2206,475,"[0,9]"
52,9,2020-07-27,1,0,,,8,0,"[0,9]"
52,19,2020-07-27,1,0,,,15,0,"[10,19]"
52,29,2020-07-27,2,0,,,62,0,"[20,39]"
52,39,2020-07-27,2,0,,,115,0,"[30,39]"
52,49,2020-07-27,4,1,,,193,4,"[40,49]"
52,59,2020-07-27,8,2,,,261,13,"[50,59]"
52,69,2020-07-27,17,1,,,357,51,"[60,69]"
52,79,2020-07-27,18,0,,,420,85,"[70,79]"
52,89,2020-07-27,25,0,,,518,193,"[80,89]"
52,90,2020-07-27,18,0,,,257,129,"[90,+]"
53,0,2020-07-27,65,4,,,1325,264,"[0,9]"
53,39,2020-07-27,3,1,,,75,1,"[30,39]"
53,49,2020-07-27,3,0,,,119,1,"[40,49]"
53,59,2020-07-27,10,2,,,170,8,"[50,59]"
53,69,2020-07-27,11,1,,,202,28,"[60,69]"
53,79,2020-07-27,12,0,,,292,55,"[70,79]"
53,89,2020-07-27,18,0,,,276,99,"[80,89]"
53,90,2020-07-27,7,0,,,128,72,"[90,+]"
75,0,2020-07-27,58,9,,,2240,424,"[0,9]"
75,29,2020-07-27,2,0,,,69,2,"[20,39]"
75,39,2020-07-27,1,0,,,128,2,"[30,39]"
75,49,2020-07-27,2,0,,,170,3,"[40,49]"
75,59,2020-07-27,3,2,,,330,13,"[50,59]"
75,69,2020-07-27,10,2,,,408,43,"[60,69]"
75,79,2020-07-27,22,5,,,386,96,"[70,79]"
75,89,2020-07-27,9,0,,,463,160,"[80,89]"
75,90,2020-07-27,8,0,,,242,105,"[90,+]"
76,0,2020-07-27,47,8,,,2946,513,"[0,9]"
76,9,2020-07-27,1,0,,,23,0,"[0,9]"
76,39,2020-07-27,1,0,,,159,1,"[30,39]"
76,49,2020-07-27,4,2,,,278,3,"[40,49]"
76,59,2020-07-27,4,1,,,447,19,"[50,59]"
76,69,2020-07-27,10,3,,,519,60,"[60,69]"
76,79,2020-07-27,12,1,,,596,105,"[70,79]"
76,89,2020-07-27,11,1,,,513,197,"[80,89]"
76,90,2020-07-27,4,0,,,286,127,"[90,+]"
84,0,2020-07-27,362,16,,,7974,1758,"[0,9]"
84,19,2020-07-27,2,0,,,49,0,"[10,19]"
84,29,2020-07-27,3,0,,,244,1,"[20,39]"
84,39,2020-07-27,2,0,,,389,4,"[30,39]"
84,49,2020-07-27,13,0,,,562,12,"[40,49]"
84,59,2020-07-27,32,2,,,998,46,"[50,59]"
84,69,2020-07-27,71,5,,,1267,143,"[60,69]"
84,79,2020-07-27,112,9,,,1595,360,"[70,79]"
84,89,2020-07-27,81,0,,,1793,721,"[80,89]"
84,90,2020-07-27,45,0,,,941,450,"[90,+]"
93,0,2020-07-27,390,19,,,5702,962,"[0,9]"
93,29,2020-07-27,1,0,,,315,1,"[20,39]"
93,39,2020-07-27,2,0,,,418,2,"[30,39]"
93,49,2020-07-27,9,2,,,547,5,"[40,49]"
93,59,2020-07-27,23,4,,,901,37,"[50,59]"
93,69,2020-07-27,64,8,,,987,79,"[60,69]"
93,79,2020-07-27,91,4,,,989,206,"[70,79]"
93,89,2020-07-27,125,1,,,927,392,"[80,89]"
93,90,2020-07-27,75,0,,,508,235,"[90,+]"
94,0,2020-07-27,9,1,,,251,59,"[0,9]"
94,49,2020-07-27,1,0,,,22,1,"[40,49]"
94,69,2020-07-27,5,1,,,36,3,"[60,69]"
94,79,2020-07-27,2,0,,,53,16,"[70,79]"
94,90,2020-07-27,1,0,,,20,13,"[90,+]"
1,0,2020-07-28,6,1,,,84,17,"[0,9]"
1,49,2020-07-28,2,0,,,5,0,"[40,49]"
1,59,2020-07-28,1,0,,,18,1,"[50,59]"
1,69,2020-07-28,2,1,,,21,4,"[60,69]"
1,79,2020-07-28,1,0,,,15,7,"[70,79]"
2,0,2020-07-28,9,4,,,95,15,"[0,9]"
2,29,2020-07-28,1,1,,,3,0,"[20,39]"
2,39,2020-07-28,1,1,,,5,0,"[30,39]"
2,59,2020-07-28,2,0,,,23,1,"[50,59]"
2,69,2020-07-28,4,2,,,24,2,"[60,69]"
2,90,2020-07-28,1,0,,,1,2,"[90,+]"
3,0,2020-07-28,142,28,,,985,41,"[0,9]"
3,9,2020-07-28,5,0,,,50,0,"[0,9]"
3,19,2020-07-28,7,0,,,46,0,"[10,19]"
3,29,2020-07-28,15,0,,,179,0,"[20,39]"
3,39,2020-07-28,24,3,,,215,0,"[30,39]"
3,49,2020-07-28,17,2,,,155,1,"[40,49]"
3,59,2020-07-28,19,8,,,109,2,"[50,59]"
3,69,2020-07-28,29,9,,,123,12,"[60,69]"
3,79,2020-07-28,16,5,,,72,13,"[70,79]"
3,89,2020-07-28,10,1,,,27,11,"[80,89]"
4,0,2020-07-28,22,2,,,159,4,"[0,9]"
4,9,2020-07-28,1,0,,,3,0,"[0,9]"
4,19,2020-07-28,1,0,,,8,1,"[10,19]"
4,29,2020-07-28,1,0,,,23,0,"[20,39]"
4,39,2020-07-28,5,0,,,15,0,"[30,39]"
4,49,2020-07-28,1,0,,,19,2,"[40,49]"
4,59,2020-07-28,4,1,,,28,0,"[50,59]"
4,69,2020-07-28,4,0,,,35,0,"[60,69]"
4,79,2020-07-28,4,1,,,20,0,"[70,79]"
4,89,2020-07-28,1,0,,,8,1,"[80,89]"
6,0,2020-07-28,11,1,,,416,28,"[0,9]"
6,9,2020-07-28,1,0,,,13,0,"[0,9]"
6,19,2020-07-28,1,0,,,22,0,"[10,19]"
6,29,2020-07-28,2,0,,,67,0,"[20,39]"
6,39,2020-07-28,1,0,,,61,0,"[30,39]"
6,59,2020-07-28,2,0,,,71,5,"[50,59]"
6,69,2020-07-28,3,1,,,67,8,"[60,69]"
6,79,2020-07-28,1,0,,,31,6,"[70,79]"
11,0,2020-07-28,2701,187,,,29318,7556,"[0,9]"
11,9,2020-07-28,14,3,,,306,2,"[0,9]"
11,19,2020-07-28,9,1,,,193,3,"[10,19]"
11,29,2020-07-28,45,4,,,844,12,"[20,39]"
11,39,2020-07-28,76,11,,,1893,53,"[30,39]"
11,49,2020-07-28,149,18,,,3060,145,"[40,49]"
11,59,2020-07-28,294,29,,,4782,538,"[50,59]"
11,69,2020-07-28,456,52,,,5448,1094,"[60,69]"
11,79,2020-07-28,606,44,,,5057,1754,"[70,79]"
11,89,2020-07-28,672,19,,,4942,2392,"[80,89]"
11,90,2020-07-28,353,4,,,2527,1506,"[90,+]"
24,0,2020-07-28,254,12,,,2114,557,"[0,9]"
24,9,2020-07-28,2,0,,,27,0,"[0,9]"
24,29,2020-07-28,1,0,,,40,1,"[20,39]"
24,39,2020-07-28,4,1,,,82,2,"[30,39]"
24,49,2020-07-28,3,0,,,156,3,"[40,49]"
24,59,2020-07-28,16,2,,,240,17,"[50,59]"
24,69,2020-07-28,42,4,,,352,41,"[60,69]"
24,79,2020-07-28,70,5,,,387,98,"[70,79]"
24,89,2020-07-28,76,0,,,522,216,"[80,89]"
24,90,2020-07-28,39,0,,,283,177,"[90,+]"
27,0,2020-07-28,28,4,,,4039,1061,"[0,9]"
27,29,2020-07-28,1,0,,,86,0,"[20,39]"
27,39,2020-07-28,1,0,,,165,5,"[30,39]"
